competition,year,player,team,position,minutes,tackles,tackles_won,challenges_att,challenges_lost,fouls_committed,fouls_drawn,yellow_cards,red_cards,source_url
FIFA World Cup,2026,James Rodríguez,Colombia,"FW,MF",313,,1,,,0,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jaminton Campaz,Colombia,"FW,MF",75,,1,,,2,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jefferson Lerma,Colombia,MF,410,,1,,,6,5,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jhon Arias,Colombia,MF,377,,9,,,5,2,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jhon Córdoba,Colombia,FW,99,,0,,,1,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jhon Lucumí,Colombia,DF,478,,2,,,5,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Johan Mojica,Colombia,DF,390,,3,,,1,7,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Juan Quintero,Colombia,"FW,MF",121,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kevin Castaño,Colombia,MF,16,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Luis Díaz,Colombia,"FW,MF",478,,0,,,7,9,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Luis Suárez,Colombia,FW,331,,4,,,7,8,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Richard Ríos,Colombia,MF,140,,2,,,10,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Santiago Arias,Colombia,DF,86,,2,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Yerry Mina,Colombia,DF,2,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Andrej Kramarić,Croatia,"FW,MF",59,,1,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ante Budimir,Croatia,FW,155,,1,,,6,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Dominik Livaković,Croatia,GK,360,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Igor Matanović,Croatia,FW,95,,0,,,4,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ivan Perišić,Croatia,"MF,DF",360,,4,,,4,1,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Josip Stanišić,Croatia,"DF,MF",360,,2,,,0,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Josip Šutalo,Croatia,DF,360,,4,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Joško Gvardiol,Croatia,DF,139,,2,,,2,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Luka Modrić,Croatia,MF,317,,3,,,4,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Luka Sučić,Croatia,"FW,MF",19,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Luka Vušković,Croatia,DF,65,,0,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marco Pašalić,Croatia,MF,99,,2,,,0,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marin Pongračić,Croatia,DF,270,,3,,,3,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mario Pašalić,Croatia,MF,123,,1,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Martin Baturina,Croatia,"MF,FW",321,,2,,,1,14,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mateo Kovačić,Croatia,MF,270,,3,,,3,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nikola Vlašić,Croatia,MF,189,,2,,,5,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Petar Musa,Croatia,FW,110,,0,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Petar Sučić,Croatia,"MF,FW",289,,2,,,7,6,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Armando Obispo,Curaçao,DF,270,,1,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Brandley Kuwas,Curaçao,"FW,MF",1,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Deveron Fonville,Curaçao,DF,241,,3,,,2,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Eloy Room,Curaçao,GK,270,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Gervane Kastaneer,Curaçao,"FW,MF",30,,0,,,2,0,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Godfried Roemeratoe,Curaçao,MF,7,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jearl Margaritha,Curaçao,"FW,MF",41,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jeremy Antonisse,Curaçao,"FW,MF",75,,1,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Joshua Brenet,Curaçao,DF,179,,4,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Juninho Bacuna,Curaçao,MF,254,,4,,,6,3,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Juriën Gaari,Curaçao,DF,166,,2,,,4,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jürgen Locadia,Curaçao,FW,235,,0,,,3,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kenji Gorré,Curaçao,"FW,MF",16,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Leandro Bacuna,Curaçao,MF,270,,3,,,3,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Livano Comenencia,Curaçao,MF,233,,1,,,4,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Riechedly Bazoer,Curaçao,DF,90,,1,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Roshon van Eijma,Curaçao,DF,15,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Sherel Floranus,Curaçao,DF,270,,6,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Shurandy Sambo,Curaçao,DF,1,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Sontje Hansen,Curaçao,FW,45,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Tahith Chong,Curaçao,MF,247,,0,,,3,13,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Tyrese Noslin,Curaçao,MF,14,,0,,,0,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Adam Hložek,Czech Republic,FW,156,,1,,,4,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Alexandr Sojka,Czech Republic,"MF,DF",141,,1,,,0,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,David Douděra,Czech Republic,MF,90,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,David Zima,Czech Republic,DF,13,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Denis Višinský,Czech Republic,FW,55,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jaroslav Zelený,Czech Republic,MF,126,,0,,,0,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ladislav Krejčí,Czech Republic,DF,270,,3,,,6,2,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Lukáš Provod,Czech Republic,FW,122,,3,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Lukáš Červ,Czech Republic,MF,163,,3,,,3,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Matej Kovar,Czech Republic,GK,270,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Michal Sadílek,Czech Republic,MF,183,,2,,,0,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mojmír Chytil,Czech Republic,FW,7,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Patrik Schick,Czech Republic,FW,180,,0,,,1,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Pavel Šulc,Czech Republic,FW,189,,2,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Robin Hranáč,Czech Republic,DF,270,,0,,,6,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Tomáš Chorý,Czech Republic,FW,31,,0,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Tomáš Holeš,Czech Republic,DF,153,,3,,,2,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Tomáš Souček,Czech Republic,MF,137,,0,,,3,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Vladimír Coufal,Czech Republic,"MF,DF",270,,1,,,4,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Vladimír Darida,Czech Republic,MF,54,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Štěpán Chaloupek,Czech Republic,DF,90,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Aaron Wan-Bissaka,DR Congo,DF,354,,4,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Arthur Masuaku,DR Congo,DF,315,,5,,,0,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Axel Tuanzebe,DR Congo,DF,360,,2,,,3,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Brian Cipenga,DR Congo,"MF,FW",146,,2,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Chancel Mbemba,DR Congo,DF,360,,3,,,1,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Charles Pickel,DR Congo,"DF,MF",35,,0,,,2,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Cédric Bakambu,DR Congo,FW,190,,0,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Edo Kayembe,DR Congo,MF,160,,1,,,5,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Fiston Mayele,DR Congo,FW,42,,0,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Gédéon Kalulu,DR Congo,DF,6,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Joris Kayembe,DR Congo,"DF,FW",45,,4,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Lionel Mpasi,DR Congo,GK,360,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Meschak Elia,DR Congo,"FW,MF",46,,0,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nathanaël Mbuku,DR Congo,"MF,FW",143,,3,,,4,8,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ngal'Ayel Mukau,DR Congo,MF,195,,2,,,3,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Noah Sadiki,DR Congo,MF,259,,4,,,2,3,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Samuel Moutoussamy,DR Congo,MF,330,,8,,,8,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Simon Banza,DR Congo,"FW,MF",40,,1,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Steve Kapuadi,DR Congo,DF,180,,1,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Theo Bongonda,DR Congo,"FW,MF",34,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Yoane Wissa,DR Congo,FW,360,,1,,,5,9,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Alan Franco,Ecuador,DF,251,,6,,,7,0,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Alan Minda,Ecuador,MF,55,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Enner Valencia,Ecuador,FW,287,,1,,,4,7,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Félix Torres Caicedo,Ecuador,DF,6,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Gonzalo Plata,Ecuador,FW,360,,5,,,5,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Hernán Galíndez,Ecuador,GK,360,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jackson Porozo,Ecuador,DF,29,,0,,,2,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Joel Ordóñez,Ecuador,DF,225,,5,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,John Yeboah,Ecuador,MF,311,,3,,,0,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jordy Alcivar,Ecuador,MF,45,,1,,,1,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jordy Caicedo,Ecuador,FW,20,,0,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kendry Páez,Ecuador,MF,12,,0,,,1,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kevin Rodríguez,Ecuador,FW,118,,1,,,3,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Moisés Caicedo,Ecuador,MF,360,,6,,,5,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nilson Angulo,Ecuador,MF,218,,1,,,4,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Pedro Vite,Ecuador,MF,360,,11,,,2,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Pervis Estupiñán,Ecuador,MF,89,,1,,,3,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Piero Hincapié,Ecuador,DF,339,,5,,,5,4,1,1,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Willian Pacho,Ecuador,DF,360,,2,,,3,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Yaimar Medina,Ecuador,"DF,MF",45,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ángelo Preciado,Ecuador,"DF,MF",109,,1,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ahmed Fatouh,Egypt,DF,267,,5,,,2,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Emam Ashour,Egypt,MF,362,,2,,,2,13,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Haissem Hassan,Egypt,MF,126,,1,,,2,2,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Hamdy Fathy,Egypt,"DF,MF",238,,3,,,3,2,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Hamza Abdelkarim,Egypt,FW,60,,0,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Hossam Abdelmaguid,Egypt,DF,59,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ibrahim Adel,Egypt,MF,3,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Karim Hafez,Egypt,DF,172,,1,,,1,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mahmoud Saber,Egypt,MF,46,,0,,,2,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marwan Attia,Egypt,MF,434,,3,,,8,1,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mohamed Abdelmonem,Egypt,DF,14,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mohamed Hany,Egypt,DF,480,,9,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mohamed Salah,Egypt,"FW,MF",425,,0,,,5,13,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mohanad Lasheen,Egypt,MF,359,,11,,,5,3,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mostafa Shobeir,Egypt,GK,480,,0,,,0,5,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mostafa Ziko,Egypt,"FW,MF",370,,4,,,6,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Omar Marmoush,Egypt,"FW,MF",326,,3,,,3,8,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ramy Rabia,Egypt,DF,372,,5,,,3,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
