pair,pair_effect_mean,pair_effect_sd,referee,team,n_matches,yellows_total,yellows_mean,expected_nonpair,oe_ratio_raw,rate_ratio_shrunk,z,abs_rank,is_argentina,pair_effect_mean_2vc,abs_rank_2vc
Eddie Lennie | Tunisia,-0.000573,0.038837,Eddie Lennie,Tunisia,1,2,2.0,2.338594,0.855215,0.999427,-0.014748,777,False,-9e-05,820
Anders Frisk | Brazil,0.00057,0.03886,Anders Frisk,Brazil,1,2,2.0,1.596862,1.252456,1.00057,0.014676,778,False,9.9e-05,799
Kim Milton Nielsen | England,0.000569,0.038859,Kim Milton Nielsen,England,1,2,2.0,1.599101,1.250703,1.000569,0.014631,779,False,3.8e-05,949
Olegário Benquerença | Ghana,0.000564,0.03883,Olegário Benquerença,Ghana,1,3,3.0,2.581867,1.16195,1.000564,0.014526,780,False,0.000139,708
Lucien Bouchardeau | Italy,0.00056,0.03886,Lucien Bouchardeau,Italy,1,2,2.0,1.601003,1.249217,1.000561,0.014421,781,False,7.7e-05,855
Aron Schmidhuber | Spain,0.00056,0.03886,Aron Schmidhuber,Spain,1,2,2.0,1.604114,1.246794,1.00056,0.014411,782,False,7e-05,870
Hernán Silva | Romania,-0.000556,0.038867,Hernán Silva,Romania,1,1,1.0,1.345182,0.743394,0.999444,-0.014315,783,False,-8.9e-05,822
Marco Antonio Rodríguez | Brazil,-0.000554,0.038867,Marco Antonio Rodríguez,Brazil,1,1,1.0,1.339369,0.74662,0.999446,-0.014253,784,False,-0.000124,746
Jorge Larrionda | United States,-0.000551,0.038837,Jorge Larrionda,United States,1,2,2.0,2.337355,0.855668,0.999449,-0.014194,785,False,-0.000126,739
Jonas Eriksson | Ghana,0.000549,0.03886,Jonas Eriksson,Ghana,1,2,2.0,1.608098,1.243706,1.000549,0.014133,786,False,0.000121,752
Gilles Veissière | Tunisia,-0.000547,0.038837,Gilles Veissière,Tunisia,1,2,2.0,2.321541,0.861497,0.999454,-0.014075,787,False,-7.1e-05,867
José Roberto Wright | Republic of Ireland,0.00054,0.038859,José Roberto Wright,Republic of Ireland,1,2,2.0,1.617991,1.236101,1.00054,0.013884,788,False,7.6e-05,857
Carlos Amarilla | Togo,-0.000537,0.038808,Carlos Amarilla,Togo,1,3,3.0,3.298788,0.909425,0.999463,-0.013832,789,False,-0.000115,767
Pablo Pozo | North Korea,-0.000536,0.038838,Pablo Pozo,North Korea,1,2,2.0,2.31053,0.865602,0.999464,-0.013797,790,False,-0.000159,668
Björn Kuipers | Russia,-0.000536,0.038838,Björn Kuipers,Russia,1,2,2.0,2.315801,0.863632,0.999465,-0.01379,791,False,-6.4e-05,885
Joel Aguilar | Japan,-0.000533,0.038867,Joel Aguilar,Japan,1,1,1.0,1.330029,0.751863,0.999467,-0.013715,792,False,-0.000131,726
Mustapha Ghorbal | Denmark,-0.000533,0.038867,Mustapha Ghorbal,Denmark,1,1,1.0,1.328779,0.752571,0.999467,-0.01371,793,False,-8.8e-05,823
Pirom Un-Prasert | Nigeria,0.000532,0.038858,Pirom Un-Prasert,Nigeria,1,2,2.0,1.61935,1.235064,1.000532,0.013691,794,False,6.6e-05,881
Björn Kuipers | England,-0.000528,0.038837,Björn Kuipers,England,2,2,1.0,2.314773,0.864016,0.999473,-0.013586,795,False,-0.000198,602
Jorge Larrionda | Denmark,0.000527,0.038859,Jorge Larrionda,Denmark,1,2,2.0,1.629411,1.227437,1.000527,0.013552,796,False,0.000115,770
Ian McLeod | Paraguay,-0.000526,0.038838,Ian McLeod,Paraguay,1,2,2.0,2.305777,0.867386,0.999474,-0.013543,797,False,-0.00011,782
Luis Medina Cantalejo | Italy,0.000525,0.03883,Luis Medina Cantalejo,Italy,1,3,3.0,2.615716,1.146913,1.000525,0.013509,798,False,5.2e-05,914
Carlos Vera | Iran,-0.000524,0.038868,Carlos Vera,Iran,1,1,1.0,1.321862,0.756508,0.999476,-0.013488,799,False,-0.0001,795
Mario Escobar | Iran,0.000524,0.038859,Mario Escobar,Iran,1,2,2.0,1.622634,1.232564,1.000524,0.013483,800,False,0.0001,796
Bakary Gassama | Denmark,0.00052,0.038859,Bakary Gassama,Denmark,1,2,2.0,1.627999,1.228502,1.00052,0.01338,801,False,0.000113,773
Alexey Spirin | United Arab Emirates,-0.000509,0.038838,Alexey Spirin,United Arab Emirates,1,2,2.0,2.292189,0.872528,0.999492,-0.013094,802,False,-9.4e-05,809
Massimo Busacca | Sweden,-0.000507,0.038838,Massimo Busacca,Sweden,1,2,2.0,2.302897,0.868471,0.999493,-0.013057,803,False,-0.000118,760
George Smith | Czechoslovakia,0.000505,0.038859,George Smith,Czechoslovakia,1,2,2.0,1.636813,1.221887,1.000506,0.013007,804,False,0.000127,736
Saad Mane | Turkey,-0.000502,0.038838,Saad Mane,Turkey,1,2,2.0,2.292055,0.872579,0.999498,-0.012927,805,False,-6e-05,892
Nicola Rizzoli | Belgium,0.000498,0.038859,Nicola Rizzoli,Belgium,1,2,2.0,1.6412,1.21862,1.000498,0.012823,806,False,4.5e-05,930
Ubaldo Aquino | Germany,0.000498,0.038858,Ubaldo Aquino,Germany,1,2,2.0,1.644074,1.21649,1.000498,0.012811,807,False,0.000101,794
Carlos Batres | New Zealand,0.000495,0.038829,Carlos Batres,New Zealand,1,3,3.0,2.627336,1.141841,1.000495,0.012746,808,False,6.6e-05,882
Howard Webb | Chile,-0.000495,0.03872,Howard Webb,Chile,2,6,3.0,6.230835,0.962953,0.999505,-0.012778,809,False,1.4e-05,1003
Pedro Proença | Japan,-0.000493,0.038868,Pedro Proença,Japan,1,1,1.0,1.303947,0.766903,0.999507,-0.012695,810,False,-0.000122,751
Frank De Bleeckere | Ukraine,-0.000493,0.038809,Frank De Bleeckere,Ukraine,1,3,3.0,3.280138,0.914596,0.999507,-0.012704,811,False,-9.6e-05,805
Emilio Soriano Aladrén | Netherlands,-0.000493,0.038868,Emilio Soriano Aladrén,Netherlands,1,1,1.0,1.30521,0.76616,0.999507,-0.012684,812,False,-4.1e-05,941
Kurt Röthlisberger | Mexico,-0.000487,0.038839,Kurt Röthlisberger,Mexico,1,2,2.0,2.290356,0.873227,0.999513,-0.012538,813,False,-4.5e-05,932
Tullio Lanese | Uruguay,0.000485,0.038859,Tullio Lanese,Uruguay,1,2,2.0,1.655463,1.208121,1.000485,0.012482,814,False,0.000108,786
Graham Poll | South Korea,-0.000485,0.038839,Graham Poll,South Korea,1,2,2.0,2.287223,0.874423,0.999515,-0.012487,815,False,-7.2e-05,865
Pierluigi Collina | England,0.000484,0.038857,Pierluigi Collina,England,1,2,2.0,1.655294,1.208245,1.000484,0.012459,816,False,2e-05,996
Juan Carlos Loustau | West Germany,0.000477,0.038858,Juan Carlos Loustau,West Germany,1,2,2.0,1.655056,1.208418,1.000478,0.012288,817,False,9.5e-05,808
Peter Prendergast | Tunisia,-0.000477,0.038839,Peter Prendergast,Tunisia,1,2,2.0,2.276369,0.878592,0.999523,-0.012281,818,False,-5.6e-05,902
Joel Aguilar | Argentina,-0.000475,0.038869,Joel Aguilar,Argentina,1,1,1.0,1.293271,0.773233,0.999525,-0.012232,819,True,-5.5e-05,906
Wilton Sampaio | Netherlands,-0.00047,0.03881,Wilton Sampaio,Netherlands,2,3,1.5,3.260208,0.920187,0.99953,-0.012115,820,False,3.3e-05,961
Wilmar Roldán | Algeria,-0.000469,0.038869,Wilmar Roldán,Algeria,1,1,1.0,1.286357,0.777389,0.999531,-0.012075,821,False,-8.7e-05,826
Carlos Batres | Spain,0.000469,0.038858,Carlos Batres,Spain,1,2,2.0,1.663845,1.202035,1.000469,0.012066,822,False,4.2e-05,940
Epifanio González | Netherlands,-0.000467,0.038839,Epifanio González,Netherlands,1,2,2.0,2.273351,0.879758,0.999533,-0.012025,823,False,-1e-05,1008
Yuichi Nishimura | Paraguay,0.000465,0.038858,Yuichi Nishimura,Paraguay,1,2,2.0,1.665526,1.200822,1.000465,0.011958,824,False,8.5e-05,833
Hellmut Krug | Belgium,0.000461,0.038858,Hellmut Krug,Belgium,1,2,2.0,1.665757,1.200655,1.000461,0.011868,825,False,5.7e-05,899
Masayoshi Okada | England,-0.000459,0.038869,Masayoshi Okada,England,1,1,1.0,1.28041,0.781,0.999541,-0.011805,826,False,-0.000147,690
Szymon Marciniak | Denmark,0.000459,0.038858,Szymon Marciniak,Denmark,1,2,2.0,1.669746,1.197787,1.000459,0.011807,827,False,9.7e-05,802
Arturo Brizio Carter | Netherlands,0.000457,0.038829,Arturo Brizio Carter,Netherlands,1,3,3.0,2.661055,1.127373,1.000457,0.011764,828,False,0.00018,636
Mark Geiger | England,0.000449,0.038857,Mark Geiger,England,1,2,2.0,1.67667,1.19284,1.000449,0.011559,829,False,8e-06,1011
Noumandiez Doué | Chile,-0.000447,0.03887,Noumandiez Doué,Chile,1,1,1.0,1.272013,0.786155,0.999553,-0.011512,830,False,-4.9e-05,918
Peter O'Leary | Bosnia and Herzegovina,-0.000447,0.038869,Peter O'Leary,Bosnia and Herzegovina,1,1,1.0,1.269216,0.787888,0.999553,-0.011492,831,False,-8.7e-05,828
Malang Diedhiou | Costa Rica,0.000444,0.038857,Malang Diedhiou,Costa Rica,1,2,2.0,1.678268,1.191705,1.000444,0.011418,832,False,9.5e-05,807
Ravshan Irmatov | Argentina,-0.000443,0.038721,Ravshan Irmatov,Argentina,3,6,2.0,6.222757,0.964203,0.999557,-0.01145,833,True,6.4e-05,886
Gamal Al-Ghandour | Spain,-0.000443,0.038809,Gamal Al-Ghandour,Spain,2,3,1.5,3.248137,0.923606,0.999557,-0.011419,834,False,-0.000156,674
Javier Castrilli | Croatia,-0.000442,0.03884,Javier Castrilli,Croatia,1,2,2.0,2.254425,0.887144,0.999558,-0.011375,835,False,-8e-05,847
Siegfried Kirschen | Costa Rica,-0.000442,0.03884,Siegfried Kirschen,Costa Rica,1,2,2.0,2.255597,0.886683,0.999559,-0.011369,836,False,-7.9e-05,851
Marc Batta | Brazil,0.000442,0.038857,Marc Batta,Brazil,1,2,2.0,1.678516,1.191529,1.000442,0.011364,837,False,6.4e-05,884
Peter O'Leary | Nigeria,-0.000441,0.038869,Peter O'Leary,Nigeria,1,1,1.0,1.267381,0.789028,0.999559,-0.011343,838,False,-0.00012,756
Aron Schmidhuber | England,-0.00044,0.038869,Aron Schmidhuber,England,1,1,1.0,1.272311,0.785971,0.99956,-0.011322,839,False,-0.00014,706
Carlos Velasco Carballo | Bosnia and Herzegovina,-0.000439,0.03887,Carlos Velasco Carballo,Bosnia and Herzegovina,1,1,1.0,1.266242,0.789739,0.999561,-0.011301,840,False,-8.5e-05,831
Carlos Maciel | Sweden,-0.000437,0.038869,Carlos Maciel,Sweden,1,1,1.0,1.268509,0.788327,0.999563,-0.011241,841,False,-9e-05,819
Viktor Kassai | Mexico,0.000435,0.038857,Viktor Kassai,Mexico,1,2,2.0,1.686728,1.185727,1.000435,0.011204,842,False,0.000123,747
Nawaf Shukralla | Portugal,-0.000434,0.03887,Nawaf Shukralla,Portugal,1,1,1.0,1.266483,0.789588,0.999566,-0.011169,843,False,-7.3e-05,864
Peter Mikkelsen | England,-0.000428,0.038869,Peter Mikkelsen,England,1,1,1.0,1.266074,0.789843,0.999572,-0.011005,844,False,-0.000132,724
Abdulrahman Al-Jassim | Wales,0.000427,0.038857,Abdulrahman Al-Jassim,Wales,1,2,2.0,1.685273,1.186752,1.000427,0.010997,845,False,8.1e-05,841
Djamel Haimoudi | Netherlands,-0.000421,0.038811,Djamel Haimoudi,Netherlands,2,3,1.5,3.223615,0.930632,0.99958,-0.010836,846,False,2.9e-05,971
José Torres Cadena | Bulgaria,-0.000415,0.038811,José Torres Cadena,Bulgaria,1,3,3.0,3.221986,0.931103,0.999585,-0.010698,847,False,-2e-05,994
Horacio Elizondo | France,0.000412,0.038827,Horacio Elizondo,France,1,3,3.0,2.69049,1.115039,1.000412,0.010598,848,False,4.8e-05,921
Cüneyt Çakır | Croatia,-0.000405,0.038841,Cüneyt Çakır,Croatia,1,2,2.0,2.234511,0.89505,0.999595,-0.010424,849,False,-7.6e-05,858
Edgardo Codesal | England,-0.000403,0.03887,Edgardo Codesal,England,1,1,1.0,1.247744,0.801446,0.999597,-0.010373,850,False,-0.00013,728
Ben Williams | Belgium,-0.000401,0.038871,Ben Williams,Belgium,1,1,1.0,1.243892,0.803928,0.999599,-0.010316,851,False,-0.000115,768
Pierluigi Collina | Belgium,0.000398,0.038856,Pierluigi Collina,Belgium,1,2,2.0,1.711689,1.168437,1.000398,0.01023,852,False,3.6e-05,958
Peter Mikkelsen | West Germany,-0.000396,0.03887,Peter Mikkelsen,West Germany,1,1,1.0,1.243762,0.804013,0.999604,-0.01018,853,False,-7.1e-05,869
Ben Williams | Greece,0.000395,0.038857,Ben Williams,Greece,1,2,2.0,1.706302,1.172125,1.000395,0.010155,854,False,8.2e-05,839
Hellmut Krug | Norway,-0.000394,0.038841,Hellmut Krug,Norway,1,2,2.0,2.220722,0.900608,0.999606,-0.010153,855,False,-7.1e-05,868
Bernd Heynemann | Tunisia,-0.000392,0.038841,Bernd Heynemann,Tunisia,1,2,2.0,2.220674,0.900628,0.999608,-0.010083,856,False,-5.3e-05,911
Gianluca Rocchi | Japan,0.000384,0.038856,Gianluca Rocchi,Japan,1,2,2.0,1.717089,1.164762,1.000384,0.009883,857,False,4.1e-05,942
Neji Jouini | Costa Rica,-0.000382,0.038841,Neji Jouini,Costa Rica,1,2,2.0,2.220531,0.900686,0.999618,-0.009825,858,False,-8.2e-05,838
Helmut Kohl | Uruguay,0.000378,0.038856,Helmut Kohl,Uruguay,1,2,2.0,1.725201,1.159285,1.000378,0.009723,859,False,9.1e-05,817
Néstor Pitana | United States,-0.000376,0.03887,Néstor Pitana,United States,1,1,1.0,1.231751,0.811853,0.999624,-0.009678,860,False,-8.7e-05,829
Marco Rodríguez | Germany,0.000371,0.038856,Marco Rodríguez,Germany,1,2,2.0,1.73168,1.154948,1.000371,0.009541,861,False,6e-05,893
Alireza Faghani | Mexico,-0.000371,0.038842,Alireza Faghani,Mexico,1,2,2.0,2.213737,0.90345,0.99963,-0.009539,862,False,-3.7e-05,951
José Torres Cadena | Norway,-0.000369,0.038841,José Torres Cadena,Norway,1,2,2.0,2.209382,0.905231,0.999631,-0.009504,863,False,-7e-05,872
Hellmut Krug | Saudi Arabia,-0.000367,0.038841,Hellmut Krug,Saudi Arabia,1,2,2.0,2.204819,0.907104,0.999633,-0.009454,864,False,-0.000102,790
Mark Geiger | Chile,0.000367,0.038856,Mark Geiger,Chile,1,2,2.0,1.7283,1.157206,1.000367,0.009433,865,False,0.000115,769
Björn Kuipers | Spain,-0.000366,0.03887,Björn Kuipers,Spain,1,1,1.0,1.222705,0.817859,0.999634,-0.009416,866,False,-9e-05,821
Yuichi Nishimura | Croatia,0.000364,0.038856,Yuichi Nishimura,Croatia,1,2,2.0,1.731329,1.155182,1.000364,0.00937,867,False,6.3e-05,888
Ravshan Irmatov | England,-0.000357,0.038871,Ravshan Irmatov,England,1,1,1.0,1.220007,0.819667,0.999643,-0.00918,868,False,-0.000133,722
Wilton Sampaio | Saudi Arabia,0.000352,0.038855,Wilton Sampaio,Saudi Arabia,1,2,2.0,1.73892,1.150139,1.000352,0.009047,869,False,3.3e-05,963
Björn Kuipers | Egypt,0.000348,0.038855,Björn Kuipers,Egypt,1,2,2.0,1.740376,1.149177,1.000349,0.008969,870,False,6.8e-05,874
Wolfgang Stark | England,-0.000346,0.038871,Wolfgang Stark,England,1,1,1.0,1.209692,0.826657,0.999654,-0.008912,871,False,-0.000124,745
Mohammed Abdulla Hassan Mohamed | Peru,0.000345,0.038856,Mohammed Abdulla Hassan Mohamed,Peru,1,2,2.0,1.739392,1.149827,1.000345,0.008879,872,False,7.4e-05,861
José Roberto Wright | Soviet Union,-0.000341,0.038871,José Roberto Wright,Soviet Union,1,1,1.0,1.206356,0.828942,0.999659,-0.008777,873,False,-5.6e-05,903
Chris Beath | Mexico,0.00034,0.038856,Chris Beath,Mexico,1,2,2.0,1.744047,1.146758,1.00034,0.008754,874,False,9.5e-05,806
Alireza Faghani | England,0.000339,0.038855,Alireza Faghani,England,1,2,2.0,1.749122,1.143431,1.000339,0.008732,875,False,-2.7e-05,980
Urs Meier | United States,-0.000336,0.038811,Urs Meier,United States,2,3,1.5,3.174874,0.944919,0.999664,-0.008652,876,False,-7.9e-05,850
Peter Mikkelsen | South Korea,-0.000333,0.038841,Peter Mikkelsen,South Korea,1,2,2.0,2.188362,0.913926,0.999667,-0.008578,877,False,-4e-05,947
Gilles Veissière | Argentina,0.000328,0.038855,Gilles Veissière,Argentina,1,2,2.0,1.754877,1.139681,1.000328,0.008431,878,True,0.000125,743
Carlos Batres | Paraguay,0.000325,0.038736,Carlos Batres,Paraguay,2,6,3.0,5.694395,1.053668,1.000325,0.00839,879,False,4e-05,944
Vítor Melo Pereira | Croatia,0.000322,0.038855,Vítor Melo Pereira,Croatia,1,2,2.0,1.760872,1.135801,1.000322,0.008284,880,False,6.1e-05,890
Andrés Cunha | France,-0.00032,0.038812,Andrés Cunha,France,2,3,1.5,3.159902,0.949397,0.99968,-0.008256,881,False,-8.7e-05,825
Marcel Van Langenhove | Republic of Ireland,-0.000312,0.038872,Marcel Van Langenhove,Republic of Ireland,1,1,1.0,1.186068,0.843122,0.999688,-0.008036,882,False,-7.9e-05,852
Raphael Claus | Iran,0.00031,0.038855,Raphael Claus,Iran,1,2,2.0,1.763091,1.134372,1.00031,0.007977,883,False,5.9e-05,896
Kurt Röthlisberger | Yugoslavia,0.000309,0.038855,Kurt Röthlisberger,Yugoslavia,1,2,2.0,1.769663,1.130159,1.000309,0.007949,884,False,7.7e-05,856
László Vágner | Norway,0.000308,0.038855,László Vágner,Norway,1,2,2.0,1.764046,1.133757,1.000309,0.007939,885,False,5.5e-05,905
Ľuboš Micheľ | Sweden,0.000308,0.038826,Ľuboš Micheľ,Sweden,1,3,3.0,2.761345,1.086427,1.000308,0.007937,886,False,5e-06,1014
Benito Archundia | France,0.000306,0.038854,Benito Archundia,France,1,2,2.0,1.776166,1.126021,1.000306,0.007866,887,False,4.8e-05,922
Jorge Larrionda | Togo,-0.000305,0.038812,Jorge Larrionda,Togo,1,3,3.0,3.153751,0.951248,0.999695,-0.007857,888,False,-5.7e-05,900
Gehad Grisha | England,-0.000305,0.038872,Gehad Grisha,England,1,1,1.0,1.180056,0.847417,0.999695,-0.007843,889,False,-0.000112,776
Viktor Kassai | Ghana,-0.000304,0.038842,Viktor Kassai,Ghana,1,2,2.0,2.16504,0.923771,0.999696,-0.007815,890,False,-1.9e-05,998
Stéphane Lannoy | Netherlands,0.000301,0.038855,Stéphane Lannoy,Netherlands,1,2,2.0,1.77164,1.128898,1.000301,0.007746,891,False,0.000117,762
Mark Shield | Angola,-0.000301,0.038813,Mark Shield,Angola,1,3,3.0,3.145686,0.953687,0.999699,-0.007747,892,False,-4.9e-05,920
Francisco Oscar Lamolina | Switzerland,0.000301,0.038855,Francisco Oscar Lamolina,Switzerland,1,2,2.0,1.769966,1.129965,1.000301,0.007738,893,False,8.5e-05,832
Philip Don | Morocco,-0.000298,0.038843,Philip Don,Morocco,1,2,2.0,2.159325,0.926215,0.999702,-0.007683,894,False,-7e-05,871
Frank De Bleeckere | South Korea,-0.000296,0.038843,Frank De Bleeckere,South Korea,1,2,2.0,2.169768,0.921758,0.999704,-0.007626,895,False,-4.7e-05,925
Peter Prendergast | Russia,0.000294,0.038854,Peter Prendergast,Russia,1,2,2.0,1.77393,1.12744,1.000294,0.007558,896,False,9e-05,818
Ben Williams | Honduras,0.00029,0.038855,Ben Williams,Honduras,1,2,2.0,1.77456,1.12704,1.00029,0.007475,897,False,5.7e-05,898
Hugh Dallas | France,-0.000285,0.038843,Hugh Dallas,France,1,2,2.0,2.155542,0.927841,0.999715,-0.007342,898,False,-8.5e-05,834
Pierluigi Pairetto | Romania,0.000279,0.038825,Pierluigi Pairetto,Romania,1,3,3.0,2.762212,1.086086,1.000279,0.007197,899,False,6.9e-05,873
René Ortubé | Sweden,0.000277,0.038854,René Ortubé,Sweden,1,2,2.0,1.784935,1.120489,1.000277,0.007127,900,False,4.3e-05,936
Carlos Velasco Carballo | Colombia,0.000277,0.038854,Carlos Velasco Carballo,Colombia,1,2,2.0,1.781607,1.122582,1.000277,0.007122,901,False,5e-05,916
Benito Archundia | Czech Republic,-0.000275,0.038843,Benito Archundia,Czech Republic,1,2,2.0,2.15147,0.929597,0.999725,-0.007069,902,False,-3.1e-05,968
José Roberto Wright | Romania,0.000272,0.038854,José Roberto Wright,Romania,1,2,2.0,1.79238,1.115835,1.000272,0.007011,903,False,7.9e-05,853
Kurt Röthlisberger | Germany,-0.000269,0.038843,Kurt Röthlisberger,Germany,1,2,2.0,2.146316,0.931829,0.999731,-0.006937,904,False,-5.2e-05,913
Malang Diedhiou | Serbia,0.000268,0.038854,Malang Diedhiou,Serbia,1,2,2.0,1.790932,1.116737,1.000268,0.006904,905,False,0.000126,741
Ramesh Ramdhan | Croatia,0.000266,0.038854,Ramesh Ramdhan,Croatia,1,2,2.0,1.792464,1.115783,1.000266,0.006845,906,False,5.6e-05,904
Wilmar Roldán | Mexico,-0.000266,0.038873,Wilmar Roldán,Mexico,1,1,1.0,1.156418,0.86474,0.999734,-0.00684,907,False,-2.4e-05,987
Abdulrahman Al-Jassim | Morocco,-0.000263,0.038843,Abdulrahman Al-Jassim,Morocco,1,2,2.0,2.134873,0.936824,0.999737,-0.006771,908,False,-6.8e-05,875
Janny Sikazwe | Canada,-0.000261,0.038844,Janny Sikazwe,Canada,1,2,2.0,2.133825,0.937284,0.999739,-0.006716,909,False,-4.3e-05,937
Pedro Proença | Colombia,-0.00025,0.038873,Pedro Proença,Colombia,1,1,1.0,1.14524,0.873179,0.99975,-0.006442,910,False,-4.8e-05,923
Damir Skomina | Switzerland,0.000248,0.038854,Damir Skomina,Switzerland,1,2,2.0,1.804296,1.108466,1.000248,0.006382,911,False,8.1e-05,844
Enrique Osses | Italy,-0.000239,0.038873,Enrique Osses,Italy,1,1,1.0,1.138198,0.878582,0.999761,-0.006161,912,False,-6.7e-05,877
Ryszard Wójcik | South Korea,-0.000239,0.038844,Ryszard Wójcik,South Korea,1,2,2.0,2.121246,0.942842,0.999761,-0.006141,913,False,-3.6e-05,957
Jorge Larrionda | Cameroon,0.000239,0.038853,Jorge Larrionda,Cameroon,1,2,2.0,1.818398,1.099869,1.000239,0.00614,914,False,5.5e-05,907
Khalil Al Ghamdi | France,-0.000237,0.038844,Khalil Al Ghamdi,France,1,2,2.0,2.123136,0.942003,0.999763,-0.006091,915,False,-0.000102,791
Joël Quiniou | Bulgaria,-0.000232,0.038814,Joël Quiniou,Bulgaria,1,3,3.0,3.107037,0.96555,0.999768,-0.005984,916,False,1.3e-05,1006
Nicola Rizzoli | Spain,-0.000227,0.038874,Nicola Rizzoli,Spain,1,1,1.0,1.130924,0.884233,0.999773,-0.005846,917,False,-8e-05,848
Bo Karlsson | Nigeria,-0.000224,0.038844,Bo Karlsson,Nigeria,1,2,2.0,2.110271,0.947746,0.999776,-0.005779,918,False,-9.9e-05,800
Marco Rodríguez | Belgium,-0.000223,0.038874,Marco Rodríguez,Belgium,1,1,1.0,1.130807,0.884324,0.999777,-0.005748,919,False,-7.1e-05,866
Edgardo Codesal | Italy,-0.000217,0.038874,Edgardo Codesal,Italy,1,1,1.0,1.127197,0.887157,0.999783,-0.005589,920,False,-5.4e-05,910
Günter Benkö | Mexico,0.000217,0.038853,Günter Benkö,Mexico,1,2,2.0,1.82638,1.095062,1.000217,0.005586,921,False,8.1e-05,846
José Torres Cadena | Belgium,0.000217,0.038853,José Torres Cadena,Belgium,1,2,2.0,1.828699,1.093674,1.000217,0.005584,922,False,1e-06,1022
Philip Don | Romania,0.000216,0.038824,Philip Don,Romania,1,3,3.0,2.806159,1.069077,1.000216,0.005568,923,False,6.6e-05,880
Luis Medina Cantalejo | Netherlands,0.000216,0.038824,Luis Medina Cantalejo,Netherlands,1,3,3.0,2.820399,1.063679,1.000216,0.005552,924,False,0.000135,715
Yuichi Nishimura | Brazil,-0.000214,0.038815,Yuichi Nishimura,Brazil,2,3,1.5,3.093473,0.969784,0.999786,-0.005505,925,False,-9.3e-05,813
Héctor Baldassi | Ghana,-0.000212,0.038844,Héctor Baldassi,Ghana,1,2,2.0,2.107409,0.949032,0.999788,-0.005448,926,False,-1.9e-05,999
Carlos Velasco Carballo | England,-0.000209,0.038874,Carlos Velasco Carballo,England,1,1,1.0,1.11908,0.893591,0.999791,-0.005374,927,False,-9.7e-05,804
Jerome Damon | New Zealand,-0.0002,0.038845,Jerome Damon,New Zealand,1,2,2.0,2.091214,0.956382,0.9998,-0.005159,928,False,-5.3e-05,912
Kurt Röthlisberger | United States,0.0002,0.038852,Kurt Röthlisberger,United States,1,2,2.0,1.843899,1.084658,1.0002,0.005138,929,False,1.4e-05,1004
Alberto Tejada Noriega | Netherlands,0.000196,0.038853,Alberto Tejada Noriega,Netherlands,1,2,2.0,1.84131,1.086183,1.000196,0.005036,930,False,0.000109,783
Abdul Rahman Al-Zaid | Netherlands,-0.000194,0.038845,Abdul Rahman Al-Zaid,Netherlands,1,2,2.0,2.095458,0.954445,0.999806,-0.005001,931,False,2.6e-05,984
Tullio Lanese | Colombia,0.000194,0.038853,Tullio Lanese,Colombia,1,2,2.0,1.842247,1.085631,1.000194,0.004997,932,False,3.5e-05,960
Björn Kuipers | Sweden,0.000194,0.038852,Björn Kuipers,Sweden,1,2,2.0,1.842774,1.08532,1.000194,0.00499,933,False,2.8e-05,977
Wilton Sampaio | Senegal,-0.000193,0.038845,Wilton Sampaio,Senegal,1,2,2.0,2.092014,0.956016,0.999807,-0.004959,934,False,-3.8e-05,950
César Arturo Ramos | Brazil,-0.000192,0.038874,César Arturo Ramos,Brazil,1,1,1.0,1.110864,0.9002,0.999808,-0.004946,935,False,-4.4e-05,933
Joël Quiniou | Czechoslovakia,0.000192,0.038853,Joël Quiniou,Czechoslovakia,1,2,2.0,1.84901,1.08166,1.000192,0.004944,936,False,7.3e-05,862
Hugh Dallas | Mexico,-0.000191,0.038845,Hugh Dallas,Mexico,1,2,2.0,2.096627,0.953913,0.999809,-0.004911,937,False,3e-06,1020
Pedro Proença | Croatia,-0.00019,0.038874,Pedro Proença,Croatia,1,1,1.0,1.106311,0.903905,0.99981,-0.004893,938,False,-3.3e-05,962
Björn Kuipers | France,-0.00019,0.038874,Björn Kuipers,France,1,1,1.0,1.109231,0.901525,0.99981,-0.004876,939,False,-4.7e-05,926
Mustapha Ghorbal | Australia,0.000188,0.038852,Mustapha Ghorbal,Australia,1,2,2.0,1.842526,1.085466,1.000188,0.004836,940,False,3.6e-05,956
Joel Aguilar | South Korea,0.000187,0.038853,Joel Aguilar,South Korea,1,2,2.0,1.845704,1.083597,1.000187,0.004823,941,False,4.9e-05,919
Arturo Brizio Carter | Argentina,0.000186,0.038823,Arturo Brizio Carter,Argentina,1,3,3.0,2.838826,1.056775,1.000186,0.004794,942,True,0.000111,778
Sándor Puhl | Spain,-0.000185,0.038844,Sándor Puhl,Spain,1,2,2.0,2.089382,0.957221,0.999815,-0.004772,943,False,-8.1e-05,845
William Mattus | Croatia,0.000185,0.038852,William Mattus,Croatia,1,2,2.0,1.846976,1.082851,1.000185,0.004769,944,False,5e-05,915
Jorge Larrionda | Serbia,0.000185,0.038852,Jorge Larrionda,Serbia,1,2,2.0,1.852194,1.0798,1.000185,0.004749,945,False,0.00011,781
Iván Barton | Brazil,-0.000183,0.038874,Iván Barton,Brazil,1,1,1.0,1.102385,0.907124,0.999817,-0.004717,946,False,-4.2e-05,938
