tournament_year,match_date,stage,home_team,away_team,referee,referee_country,assistant1,assistant1_country,assistant2,assistant2_country,fourth_official,fourth_official_country,source_url
1998,1998-06-10,Group A,Morocco,Norway,Pirom Un-Prasert,Thailand,Halim Abdul Hamid,Malaysia,Muhamad Wickeramatunge Samarathna,Sri Lanka,Eddie Lennie,Australia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/98full.html
1998,1998-06-11,Group B,Cameroon,Austria,Epifanio González,Paraguay,Celestino Galván,Paraguay,Elias Salinas Rostran,Honduras,Arturo Brizio Carter,Mexico,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/98full.html
1998,1998-06-11,Group B,Italy,Chile,Lucien Bouchardeau,Niger,Dramane Dante,Mali,Mohamed Mansri,Tunisia,Marc Batta,France,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/98full.html
1998,1998-06-12,Group C,France,South Africa,Márcio Rezende de Freitas,Brazil,Arnaldo Pinto,Brazil,Merere Gonzales,Trinidad and Tobago,Mario Sánchez Yanten,Chile,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/98full.html
1998,1998-06-12,Group C,Saudi Arabia,Denmark,Javier Castrilli,Argentina,Claudio Rossi,Argentina,Jorge Alberto Diaz Galvez,Chile,Hugh Dallas,Scotland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/98full.html; https://web.archive.org/web/20010417112927/http://www.france98.com/english/competition/matchstat8891.htm
1998,1998-06-12,Group D,Paraguay,Bulgaria,Abdul Rahman Al-Zaid,Saudi Arabia,Achmat Salie,South Africa,Hussain Ghadanfari,Kuwait,Nikolai Levnikov,Russia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/98full.html
1998,1998-06-13,Group D,Spain,Nigeria,Esfandiar Baharmast,United States,Luis Torres Zúñiga,Costa Rica,Yuri Dupanov,Belarus,Ian McLeod,South Africa,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/98full.html
1998,1998-06-13,Group E,Netherlands,Belgium,Pierluigi Collina,Italy,Gennaro Mazzei,Italy,Emanuel Zammit,Malta,Ramesh Ramdhan,Trinidad and Tobago,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/98full.html
1998,1998-06-13,Group E,South Korea,Mexico,Günter Benkö,Austria,Lencie Fred,Vanuatu,Erich Schneider,Germany,John Toro Rendón,Colombia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/98full.html
1998,1998-06-14,Group F,Yugoslavia,Iran,Alberto Tejada Noriega,Peru,Owen Powell,Jamaica,Jacek Pocięgiel,Poland,Rune Pedersen,Norway,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/98full.html
1998,1998-06-14,Group H,Argentina,Japan,Mario van der Ende,Netherlands,Marc Van den Broeck,Belgium,Eddie Foley,Republic of Ireland,Ryszard Wójcik,Poland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/98full.html
1998,1998-06-14,Group H,Jamaica,Croatia,Vítor Melo Pereira,Portugal,Nicolae Grigorescu,Romania,Jacques Poudevigne,France,Bernd Heynemann,Germany,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/98full.html
1998,1998-06-15,Group F,Germany,United States,Said Belqola,Morocco,Mohamed Mansri,Tunisia,Mikael Nilsson,Sweden,José María García-Aranda,Spain,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/98full.html
1998,1998-06-15,Group G,England,Tunisia,Masayoshi Okada,Japan,Jeon Young-Hyun,South Korea,Dramane Dante,Mali,Kim Milton Nielsen,Denmark,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/98full.html
1998,1998-06-15,Group G,Romania,Colombia,Lim Kee Chong,Mauritius,Mohamed Al Musawi,Oman,Halim Abdul Hamid,Malaysia,Urs Meier,Switzerland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/98full.html
1998,1998-06-16,Group A,Brazil,Morocco,Nikolai Levnikov,Russia,Yuri Dupanov,Belarus,Mark Warren,England,Paul Durkin,England,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/98full.html
1998,1998-06-16,Group A,Scotland,Norway,László Vágner,Hungary,Evžen Amler,Czech Republic,Laurent Rausis,Switzerland,Abdul Rahman Al-Zaid,Saudi Arabia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/98full.html
1998,1998-06-17,Group B,Chile,Austria,Gamal Al-Ghandour,Egypt,Hussain Ghadanfari,Kuwait,Fernando Tresaco Gracia,Spain,Ali Bujsaim,United Arab Emirates,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/98full.html
1998,1998-06-17,Group B,Italy,Cameroon,Eddie Lennie,Australia,Lencie Fred,Vanuatu,Claudio Rossi,Argentina,Pirom Un-Prasert,Thailand,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/98full.html
1998,1998-06-18,Group C,France,Saudi Arabia,Arturo Brizio Carter,Mexico,Elias Salinas Rostran,Honduras,Luis Torres Zúñiga,Costa Rica,Alberto Tejada Noriega,Peru,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/98full.html
1998,1998-06-18,Group C,South Africa,Denmark,John Toro Rendón,Colombia,Jorge Luis Arango,Colombia,Celestino Galván,Paraguay,Epifanio González,Paraguay,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/98full.html
1998,1998-06-19,Group D,Nigeria,Bulgaria,Mario Sánchez Yanten,Chile,Jorge Alberto Diaz Galvez,Chile,Arnaldo Pinto,Brazil,Márcio Rezende de Freitas,Brazil,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/98full.html
1998,1998-06-19,Group D,Spain,Paraguay,Ian McLeod,South Africa,Aristidis Chris Soldatos,South Africa,Owen Powell,Jamaica,Esfandiar Baharmast,United States,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/98full.html
1998,1998-06-20,Group E,Belgium,Mexico,Hugh Dallas,Scotland,Eddie Foley,Republic of Ireland,Mohamed Al Musawi,Oman,Javier Castrilli,Argentina,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/98full.html
1998,1998-06-20,Group E,Netherlands,South Korea,Ryszard Wójcik,Poland,Jacek Pocięgiel,Poland,Yuri Dupanov,Belarus,Vítor Melo Pereira,Portugal,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/98full.html
1998,1998-06-20,Group H,Japan,Croatia,Ramesh Ramdhan,Trinidad and Tobago,Merere Gonzales,Trinidad and Tobago,Achmat Salie,South Africa,Günter Benkö,Austria,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/98full.html
1998,1998-06-21,Group F,Germany,Yugoslavia,Kim Milton Nielsen,Denmark,Emanuel Zammit,Malta,Marc Van den Broeck,Belgium,Masayoshi Okada,Japan,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/98full.html
1998,1998-06-21,Group F,United States,Iran,Urs Meier,Switzerland,Laurent Rausis,Switzerland,Nicolae Grigorescu,Romania,Lucien Bouchardeau,Niger,https://en.wikipedia.org/wiki/United_States_v_Iran_(1998_FIFA_World_Cup); https://www.rsssf.org/tables/98full.html
1998,1998-06-21,Group H,Argentina,Jamaica,Rune Pedersen,Norway,Mikael Nilsson,Sweden,Gennaro Mazzei,Italy,Pierluigi Collina,Italy,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/98full.html
1998,1998-06-22,Group G,Colombia,Tunisia,Bernd Heynemann,Germany,Erich Schneider,Germany,Evžen Amler,Czech Republic,László Vágner,Hungary,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/98full.html
1998,1998-06-22,Group G,Romania,England,Marc Batta,France,Jacques Poudevigne,France,Aristidis Chris Soldatos,South Africa,Said Belqola,Morocco,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/98full.html
1998,1998-06-23,Group A,Brazil,Norway,Esfandiar Baharmast,United States,Gennaro Mazzei,Italy,Dramane Dante,Mali,Arturo Brizio Carter,Mexico,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/98full.html
1998,1998-06-23,Group A,Scotland,Morocco,Ali Bujsaim,United Arab Emirates,Luis Torres Zúñiga,Costa Rica,Lencie Fred,Vanuatu,László Vágner,Hungary,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/98full.html
1998,1998-06-23,Group B,Chile,Cameroon,László Vágner,Hungary,Muhamad Wickeramatunge Samarathna,Sri Lanka,Halim Abdul Hamid,Malaysia,José María García-Aranda,Spain,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/98full.html
1998,1998-06-23,Group B,Italy,Austria,Paul Durkin,England,Mark Warren,England,Jeon Young-Hyun,South Korea,Lim Kee Chong,Mauritius,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/98full.html
1998,1998-06-24,Group C,France,Denmark,Pierluigi Collina,Italy,Marc Van den Broeck,Belgium,Emanuel Zammit,Malta,Vítor Melo Pereira,Portugal,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/98full.html
1998,1998-06-24,Group C,South Africa,Saudi Arabia,Mario Sánchez Yanten,Chile,Owen Powell,Jamaica,Eddie Foley,Republic of Ireland,Alberto Tejada Noriega,Peru,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_C
1998,1998-06-24,Group D,Nigeria,Paraguay,Pirom Un-Prasert,Thailand,Mohamed Al Musawi,Oman,Mikael Nilsson,Sweden,Masayoshi Okada,Japan,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/98full.html
1998,1998-06-24,Group D,Spain,Bulgaria,Mario van der Ende,Netherlands,Nicolae Grigorescu,Romania,Claudio Rossi,Argentina,Nikolai Levnikov,Russia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/98full.html
1998,1998-06-25,Group E,Belgium,South Korea,Márcio Rezende de Freitas,Brazil,Arnaldo Pinto,Brazil,Jorge Luis Arango,Colombia,Kim Milton Nielsen,Denmark,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/98full.html
1998,1998-06-25,Group E,Netherlands,Mexico,Abdul Rahman Al-Zaid,Saudi Arabia,Fernando Tresaco Gracia,Spain,Hussain Ghadanfari,Kuwait,Rune Pedersen,Norway,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/98full.html
1998,1998-06-25,Group F,Germany,Iran,Epifanio González,Paraguay,Celestino Galván,Paraguay,Jorge Alberto Diaz Galvez,Chile,Javier Castrilli,Argentina,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/98full.html
1998,1998-06-25,Group F,United States,Yugoslavia,Gamal Al-Ghandour,Egypt,Achmat Salie,South Africa,Mark Warren,England,Ian McLeod,South Africa,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/98full.html
1998,1998-06-26,Group G,Colombia,England,Arturo Brizio Carter,Mexico,Laurent Rausis,Switzerland,Elias Salinas Rostran,Honduras,Ryszard Wójcik,Poland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/98full.html
1998,1998-06-26,Group G,Romania,Tunisia,Eddie Lennie,Australia,Jacek Pocięgiel,Poland,Yuri Dupanov,Belarus,Ramesh Ramdhan,Trinidad and Tobago,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/98full.html
1998,1998-06-26,Group H,Argentina,Croatia,Said Belqola,Morocco,Aristidis Chris Soldatos,South Africa,Mohamed Mansri,Tunisia,Lim Kee Chong,Mauritius,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/98full.html
1998,1998-06-26,Group H,Japan,Jamaica,Günter Benkö,Austria,Evžen Amler,Czech Republic,Dramane Dante,Mali,Hugh Dallas,Scotland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/98full.html
1998,1998-06-27,Round of 16,Brazil,Chile,Marc Batta,France,Jacques Poudevigne,France,Owen Powell,Jamaica,Pirom Un-Prasert,Thailand,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-27,Round of 16,Italy,Norway,Bernd Heynemann,Germany,Erich Schneider,Germany,Marc Van den Broeck,Belgium,László Vágner,Hungary,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-28,Round of 16,France,Paraguay,Ali Bujsaim,United Arab Emirates,Muhamad Wickeramatunge Samarathna,Sri Lanka,Lencie Fred,Vanuatu,Esfandiar Baharmast,United States,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-28,Round of 16,Nigeria,Denmark,Urs Meier,Switzerland,Hussain Ghadanfari,Kuwait,Fernando Tresaco Gracia,Spain,Abdul Rahman Al-Zaid,Saudi Arabia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-29,Round of 16,Germany,Mexico,Vítor Melo Pereira,Portugal,Mohamed Mansri,Tunisia,Achmat Salie,South Africa,Masayoshi Okada,Japan,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-29,Round of 16,Netherlands,Yugoslavia,José María García-Aranda,Spain,Laurent Rausis,Switzerland,Nicolae Grigorescu,Romania,Hugh Dallas,Scotland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-30,Round of 16,Argentina,England,Kim Milton Nielsen,Denmark,Halim Abdul Hamid,Malaysia,Mohamed Al Musawi,Oman,Rune Pedersen,Norway,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-06-30,Round of 16,Romania,Croatia,Javier Castrilli,Argentina,Claudio Rossi,Argentina,Arnaldo Pinto,Brazil,Lim Kee Chong,Mauritius,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-03,Quarter-finals,Brazil,Denmark,Gamal Al-Ghandour,Egypt,Mohamed Mansri,Tunisia,Dramane Dante,Mali,Ali Bujsaim,United Arab Emirates,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-03,Quarter-finals,Italy,France,Hugh Dallas,Scotland,Mark Warren,England,Nicolae Grigorescu,Romania,Said Belqola,Morocco,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-04,Quarter-finals,Germany,Croatia,Rune Pedersen,Norway,Mikael Nilsson,Sweden,Marc Van den Broeck,Belgium,Urs Meier,Switzerland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-04,Quarter-finals,Netherlands,Argentina,Arturo Brizio Carter,Mexico,Owen Powell,Jamaica,Elias Salinas Rostran,Honduras,Epifanio González,Paraguay,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-07,Semi-finals,Brazil,Netherlands,Ali Bujsaim,United Arab Emirates,Hussain Ghadanfari,Kuwait,Mohamed Al Musawi,Oman,Abdul Rahman Al-Zaid,Saudi Arabia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-08,Semi-finals,France,Croatia,José María García-Aranda,Spain,Fernando Tresaco Gracia,Spain,Jorge Alberto Diaz Galvez,Chile,Epifanio González,Paraguay,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-11,Third place play-off,Netherlands,Croatia,Epifanio González,Paraguay,Emanuel Zammit,Malta,Lencie Fred,Vanuatu,Urs Meier,Switzerland,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_knockout_stage; https://www.rsssf.org/tables/98full.html
1998,1998-07-12,Final,Brazil,France,Said Belqola,Morocco,Mark Warren,England,Achmat Salie,South Africa,Abdul Rahman Al-Zaid,Saudi Arabia,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_final; https://www.rsssf.org/tables/98full.html
2002,2002-05-31,Group A,France,Senegal,Ali Bujsaim,United Arab Emirates,Ali Al-Traifi,Saudi Arabia,Jorge Rattalino,Argentina,Felipe Ramos,Mexico,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/2002full.html
2002,2002-06-01,Group A,Uruguay,Denmark,Saad Mane,Kuwait,Awni Hassouneh,Jordan,Dramane Dante,Mali,Byron Moreno,Ecuador,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/2002full.html
2002,2002-06-01,Group E,Germany,Saudi Arabia,Ubaldo Aquino,Paraguay,Miguel Giacomuzzi,Paraguay,Michael Ragoonath,Trinidad and Tobago,René Ortubé,Bolivia,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/2002full.html
2002,2002-06-01,Group E,Republic of Ireland,Cameroon,Toru Kamikawa,Japan,Mat Lazim Awang Hamat,Malaysia,Roland Van Nylen,Belgium,Peter Prendergast,Jamaica,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/2002full.html
2002,2002-06-02,Group B,Paraguay,South Africa,Ľuboš Micheľ,Slovakia,Igor Šramka,Slovakia,Curtis Charles,Antigua and Barbuda,Hugh Dallas,Scotland,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/2002full.html
2002,2002-06-02,Group B,Spain,Slovenia,Mohamed Guezzaz,Morocco,Ali Tomusange,Uganda,Egon Bereuter,Austria,Coffi Codjia,Benin,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/2002full.html
2002,2002-06-02,Group F,Argentina,Nigeria,Gilles Veissière,France,Frédéric Arnault,France,Heiner Müller,Germany,Markus Merk,Germany,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/2002full.html
2002,2002-06-02,Group F,England,Sweden,Carlos Simon,Brazil,Jorge Oliveira,Brazil,Yury Dupanov,Belarus,Mark Shield,Australia,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/2002full.html
2002,2002-06-03,Group C,Brazil,Turkey,Kim Young-joo,South Korea,Visva Krishnan,Singapore,Vladimir Fernández,El Salvador,Vítor Melo Pereira,Portugal,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/2002full.html
2002,2002-06-03,Group G,Croatia,Mexico,Lu Jun,China PR,Komaleeswaran Sankar,India,Taoufik Adjengui,Tunisia,Falla N'Doye,Senegal,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/2002full.html
2002,2002-06-03,Group G,Italy,Ecuador,Brian Hall,United States,Héctor Vergara,Canada,Philip Sharp,England,Terje Hauge,Norway,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/2002full.html
2002,2002-06-04,Group C,China PR,Costa Rica,Kyros Vassaras,Greece,Carlos Matos,Portugal,Jaap Pool,Netherlands,Anders Frisk,Sweden,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/2002full.html
2002,2002-06-04,Group D,South Korea,Poland,Óscar Ruiz,Colombia,Elise Doriri,Vanuatu,Leif Lindberg,Sweden,Ángel Sánchez,Argentina,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/2002full.html
2002,2002-06-04,Group H,Japan,Belgium,William Mattus,Costa Rica,Haidar Koleit,Lebanon,Yury Dupanov,Belarus,Graham Poll,England,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/2002full.html
2002,2002-06-05,Group D,United States,Portugal,Byron Moreno,Ecuador,Bomer Fierro,Ecuador,Awni Hassouneh,Jordan,Saad Mane,Kuwait,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/2002full.html
2002,2002-06-05,Group E,Germany,Republic of Ireland,Kim Milton Nielsen,Denmark,Jens Larsen,Denmark,Evzen Amler,Czech Republic,Mourad Daami,Tunisia,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/2002full.html
2002,2002-06-05,Group H,Russia,Tunisia,Peter Prendergast,Jamaica,Michael Ragoonath,Trinidad and Tobago,Paul Smith,New Zealand,Antonio López Nieto,Spain,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/2002full.html
2002,2002-06-06,Group A,Denmark,Senegal,Carlos Batres,Guatemala,Ferenc Szekely,Hungary,Visva Krishnan,Singapore,Kim Young-joo,South Korea,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/2002full.html
2002,2002-06-06,Group A,France,Uruguay,Felipe Ramos,Mexico,Vladimir Fernández,El Salvador,Curtis Charles,Antigua and Barbuda,Urs Meier,Switzerland,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/2002full.html
2002,2002-06-06,Group E,Cameroon,Saudi Arabia,Terje Hauge,Norway,Roland Van Nylen,Belgium,Maciej Wierzbowski,Poland,Carlos Simon,Brazil,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/2002full.html
2002,2002-06-07,Group B,Spain,Paraguay,Gamal Al-Ghandour,Egypt,Wagih Farag,Egypt,Brighton Mudzamiri,Zimbabwe,Mohamed Guezzaz,Morocco,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/2002full.html
2002,2002-06-07,Group F,Argentina,England,Pierluigi Collina,Italy,Héctor Vergara,Canada,Mohamed Saeed,Maldives,Brian Hall,United States,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/2002full.html
2002,2002-06-07,Group F,Sweden,Nigeria,René Ortubé,Bolivia,Miguel Giacomuzzi,Paraguay,Mat Lazim Awang Hamat,Malaysia,Toru Kamikawa,Japan,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_F; https://www.rsssf.org/tables/2002full.html
2002,2002-06-08,Group B,South Africa,Slovenia,Ángel Sánchez,Argentina,Jorge Rattalino,Argentina,Ali Al-Traifi,Saudi Arabia,Jan Wegereef,Netherlands,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_B; https://www.rsssf.org/tables/2002full.html
2002,2002-06-08,Group C,Brazil,China PR,Anders Frisk,Sweden,Leif Lindberg,Sweden,Bomer Fierro,Ecuador,Ali Bujsaim,United Arab Emirates,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/2002full.html
2002,2002-06-08,Group G,Italy,Croatia,Graham Poll,England,Philip Sharp,England,Jens Larsen,Denmark,William Mattus,Costa Rica,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/2002full.html
2002,2002-06-09,Group C,Costa Rica,Turkey,Coffi Codjia,Benin,Dramane Dante,Mali,Brighton Mudzamiri,Zimbabwe,Óscar Ruiz,Colombia,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_C; https://www.rsssf.org/tables/2002full.html
2002,2002-06-09,Group G,Mexico,Ecuador,Mourad Daami,Tunisia,Taoufik Adjengui,Tunisia,Haidar Koleit,Lebanon,Kim Milton Nielsen,Denmark,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_G; https://www.rsssf.org/tables/2002full.html
2002,2002-06-09,Group H,Japan,Russia,Markus Merk,Germany,Heiner Müller,Germany,Evzen Amler,Czech Republic,Ubaldo Aquino,Paraguay,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/2002full.html
2002,2002-06-10,Group D,Portugal,Poland,Hugh Dallas,Scotland,Igor Šramka,Slovakia,Wagih Farag,Egypt,Carlos Batres,Guatemala,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/2002full.html
2002,2002-06-10,Group D,South Korea,United States,Urs Meier,Switzerland,Egon Bereuter,Austria,Ali Tomusange,Uganda,Gamal Al-Ghandour,Egypt,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_D; https://www.rsssf.org/tables/2002full.html
2002,2002-06-10,Group H,Tunisia,Belgium,Mark Shield,Australia,Paul Smith,New Zealand,Komaleeswaran Sankar,India,Gilles Veissière,France,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_H; https://www.rsssf.org/tables/2002full.html
2002,2002-06-11,Group A,Denmark,France,Vítor Melo Pereira,Portugal,Carlos Matos,Portugal,Elise Doriri,Vanuatu,Ľuboš Micheľ,Slovakia,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/2002full.html
2002,2002-06-11,Group A,Senegal,Uruguay,Jan Wegereef,Netherlands,Jaap Pool,Netherlands,Ferenc Szekely,Hungary,Kyros Vassaras,Greece,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_A; https://www.rsssf.org/tables/2002full.html
2002,2002-06-11,Group E,Cameroon,Germany,Antonio López Nieto,Spain,Mohamed Saeed,Maldives,Jorge Oliveira,Brazil,Pierluigi Collina,Italy,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/2002full.html
2002,2002-06-11,Group E,Saudi Arabia,Republic of Ireland,Falla N'Doye,Senegal,Maciej Wierzbowski,Poland,Frédéric Arnault,France,Lu Jun,China PR,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_Group_E; https://www.rsssf.org/tables/2002full.html
