tournament_year,match_date,stage,home_team,away_team,referee,referee_country,assistant1,assistant1_country,assistant2,assistant2_country,fourth_official,fourth_official_country,var,var_country,avar1,avar2,avar3,source_url
2018,2018-06-26,Group C,Denmark,France,Sandro Ricci,Brazil,Emerson de Carvalho,Brazil,Marcelo Van Gasse,Brazil,Gianluca Rocchi,Italy,Mauro Vigliano,Argentina,Wilton Sampaio,Carlos Astroza,Tiago Martins,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_C
2018,2018-06-26,Group C,Australia,Peru,Sergei Karasev,Russia,Anton Averianov,Russia,Tikhon Kalugin,Russia,Ryuji Sato,Japan,Danny Makkelie,Netherlands,Jair Marrufo,Mark Borsch,Bastian Dankert,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_C
2018,2018-06-26,Group D,Nigeria,Argentina,Cüneyt Çakır,Turkey,Bahattin Duran,Turkey,Tarık Ongun,Turkey,Björn Kuipers,Netherlands,Daniele Orsato,Italy,Paweł Gil,Paweł Sokolnicki,Massimiliano Irrati,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_D
2018,2018-06-26,Group D,Iceland,Croatia,Antonio Mateu Lahoz,Spain,Pau Cebrián Devís,Spain,Roberto Díaz Pérez,Spain,John Pitti,Panama,Paolo Valeri,Italy,Gery Vargas,Elenito Di Liberatore,Felix Zwayer,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_D
2018,2018-06-27,Group E,Serbia,Brazil,Alireza Faghani,Iran,Reza Sokhandan,Iran,Mohammadreza Mansouri,Iran,Jair Marrufo,United States,Massimiliano Irrati,Italy,Paweł Gil,Paweł Sokolnicki,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_E
2018,2018-06-27,Group E,Switzerland,Costa Rica,Clément Turpin,France,Nicolas Danos,France,Cyril Gringore,France,Norbert Hauata,Tahiti,Felix Zwayer,Germany,Bastian Dankert,Mark Borsch,Szymon Marciniak,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_E
2018,2018-06-27,Group F,South Korea,Germany,Mark Geiger,United States,Joe Fletcher,Canada,Frank Anderson,United States,Julio Bascuñán,Chile,Danny Makkelie,Netherlands,Tiago Martins,Corey Rockwell,Artur Soares Dias,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_F
2018,2018-06-27,Group F,Mexico,Sweden,Néstor Pitana,Argentina,Hernán Maidana,Argentina,Juan Pablo Belatti,Argentina,Andrés Cunha,Uruguay,Mauro Vigliano,Argentina,Gery Vargas,Carlos Astroza,Wilton Sampaio,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_F
2018,2018-06-28,Group G,England,Belgium,Damir Skomina,Slovenia,Jure Praprotnik,Slovenia,Robert Vukan,Slovenia,Mohammed Abdulla Hassan Mohamed,United Arab Emirates,Artur Soares Dias,Portugal,Paweł Gil,Roberto Díaz Pérez,Mauro Vigliano,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_G
2018,2018-06-28,Group G,Panama,Tunisia,Nawaf Shukralla,Bahrain,Yaser Tulefat,Bahrain,Taleb Al Maari,Qatar,Mehdi Abid Charef,Algeria,Tiago Martins,Portugal,Abdulrahman Al-Jassim,Marvin Torrentera,Sandro Ricci,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_G
2018,2018-06-28,Group H,Japan,Poland,Janny Sikazwe,Zambia,Jerson Dos Santos,Angola,Zakhele Siwela,South Africa,Ricardo Montero,Costa Rica,Daniele Orsato,Italy,Gery Vargas,Carlos Astroza,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_H
2018,2018-06-28,Group H,Senegal,Colombia,Milorad Mažić,Serbia,Milovan Ristić,Serbia,Dalibor Đurđević,Serbia,Bamlak Tessema Weyesa,Ethiopia,Danny Makkelie,Netherlands,Bastian Dankert,Elenito Di Liberatore,Gianluca Rocchi,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_Group_H
2018,2018-06-30,Round of 16,France,Argentina,Alireza Faghani,Iran,Reza Sokhandan,Iran,Mohammadreza Mansouri,Iran,Julio Bascuñán,Chile,Massimiliano Irrati,Italy,Paweł Gil,Carlos Astroza,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-06-30,Round of 16,Uruguay,Portugal,César Arturo Ramos,Mexico,Marvin Torrentera,Mexico,Miguel Hernández,Mexico,Jair Marrufo,United States,Mark Geiger,United States,Bastian Dankert,Joe Fletcher,Danny Makkelie,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-01,Round of 16,Spain,Russia,Björn Kuipers,Netherlands,Sander van Roekel,Netherlands,Erwin Zeinstra,Netherlands,Clément Turpin,France,Danny Makkelie,Netherlands,Paweł Gil,Mark Borsch,Felix Zwayer,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-01,Round of 16,Croatia,Denmark,Néstor Pitana,Argentina,Hernán Maidana,Argentina,Juan Pablo Belatti,Argentina,Enrique Cáceres,Paraguay,Mauro Vigliano,Argentina,Gery Vargas,Roberto Díaz Pérez,Daniele Orsato,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-02,Round of 16,Brazil,Mexico,Gianluca Rocchi,Italy,Elenito Di Liberatore,Italy,Mauro Tonolini,Italy,Antonio Mateu Lahoz,Spain,Massimiliano Irrati,Italy,Paweł Gil,Carlos Astroza,Daniele Orsato,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-02,Round of 16,Belgium,Japan,Malang Diedhiou,Senegal,Djibril Camara,Senegal,El Hadji Samba,Senegal,Bakary Gassama,Gambia,Felix Zwayer,Germany,Clément Turpin,Mark Borsch,Danny Makkelie,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-03,Round of 16,Sweden,Switzerland,Damir Skomina,Slovenia,Jure Praprotnik,Slovenia,Robert Vukan,Slovenia,Nawaf Shukralla,Bahrain,Daniele Orsato,Italy,Bastian Dankert,Roberto Díaz Pérez,Massimiliano Irrati,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-03,Round of 16,Colombia,England,Mark Geiger,United States,Joe Fletcher,Canada,Frank Anderson,United States,Matthew Conger,New Zealand,Danny Makkelie,Netherlands,Paweł Gil,Carlos Astroza,Mauro Vigliano,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-06,Quarter-finals,Uruguay,France,Néstor Pitana,Argentina,Hernán Maidana,Argentina,Juan Pablo Belatti,Argentina,Alireza Faghani,Iran,Massimiliano Irrati,Italy,Mauro Vigliano,Carlos Astroza,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-06,Quarter-finals,Brazil,Belgium,Milorad Mažić,Serbia,Milovan Ristić,Serbia,Dalibor Đurđević,Serbia,Jair Marrufo,United States,Daniele Orsato,Italy,Paweł Gil,Mark Borsch,Felix Zwayer,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-07,Quarter-finals,Sweden,England,Björn Kuipers,Netherlands,Sander van Roekel,Netherlands,Erwin Zeinstra,Netherlands,Antonio Mateu Lahoz,Spain,Danny Makkelie,Netherlands,Bastian Dankert,Carlos Astroza,Felix Zwayer,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-07,Quarter-finals,Russia,Croatia,Sandro Ricci,Brazil,Emerson de Carvalho,Brazil,Marcelo Van Gasse,Brazil,Janny Sikazwe,Zambia,Massimiliano Irrati,Italy,Wilton Sampaio,Roberto Díaz Pérez,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-10,Semi-finals,France,Belgium,Andrés Cunha,Uruguay,Nicolás Taran,Uruguay,Mauricio Espinosa,Uruguay,César Arturo Ramos,Mexico,Massimiliano Irrati,Italy,Mauro Vigliano,Roberto Díaz Pérez,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-11,Semi-finals,Croatia,England,Cüneyt Çakır,Turkey,Bahattin Duran,Turkey,Tarık Ongun,Turkey,Björn Kuipers,Netherlands,Danny Makkelie,Netherlands,Bastian Dankert,Carlos Astroza,Felix Zwayer,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-14,Third place match,Belgium,England,Alireza Faghani,Iran,Reza Sokhandan,Iran,Mohammadreza Mansouri,Iran,Malang Diedhiou,Senegal,Mark Geiger,United States,Bastian Dankert,Joe Fletcher,Paolo Valeri,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_knockout_stage
2018,2018-07-15,Final,France,Croatia,Néstor Pitana,Argentina,Hernán Maidana,Argentina,Juan Pablo Belatti,Argentina,Björn Kuipers,Netherlands,Massimiliano Irrati,Italy,Mauro Vigliano,Carlos Astroza,Danny Makkelie,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_final
2022,2022-11-20,Group A,Qatar,Ecuador,Daniele Orsato,Italy,Ciro Carbone,Italy,Alessandro Giallatini,Italy,István Kovács,Romania,Massimiliano Irrati,Italy,Paolo Valeri,Tomasz Listkiewicz,Benoît Millot,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_A
2022,2022-11-21,Group A,Senegal,Netherlands,Wilton Sampaio,Brazil,Bruno Boschilia,Brazil,Bruno Pires,Brazil,Andrés Matonte,Uruguay,Juan Soto,Venezuela,Nicolás Gallo,Diego Bonfá,Mauro Vigliano,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_A
2022,2022-11-21,Group B,England,Iran,Raphael Claus,Brazil,Rodrigo Figueiredo,Brazil,Danilo Simon Manis,Brazil,Kevin Ortega,Peru,Leodán González,Uruguay,Julio Bascuñán,Martin Soppi,Juan Martínez Munuera,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_B
2022,2022-11-21,Group B,United States,Wales,Abdulrahman Al-Jassim,Qatar,Taleb Al-Marri,Qatar,Saud Al-Maqaleh,Qatar,Ma Ning,China,Abdulla Al-Marri,Qatar,Redouane Jiyed,Mokrane Gourari,Adil Zourak,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_B
2022,2022-11-22,Group C,Argentina,Saudi Arabia,Slavko Vinčić,Slovenia,Tomaž Klančnik,Slovenia,Andraž Kovačič,Slovenia,Maguette Ndiaye,Senegal,Pol van Boekel,Netherlands,Bastian Dankert,Abdelhak Etchiali,Ricardo de Burgos Bengoetxea,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_C
2022,2022-11-22,Group C,Mexico,Poland,Chris Beath,Australia,Anton Shchetinin,Australia,Ashley Beecham,Australia,Stéphanie Frappart,France,Shaun Evans,Australia,Nicolás Gallo,Martín Soppi,Juan Soto,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_C
2022,2022-11-22,Group D,Denmark,Tunisia,César Arturo Ramos,Mexico,Alberto Morín,Mexico,Miguel Hernández,Mexico,Saíd Martínez,Honduras,Fernando Guerrero,Mexico,Armando Villarreal,Gabriel Chade,Juan Martínez Munuera,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_D
2022,2022-11-22,Group D,France,Australia,Victor Gomes,South Africa,Zakhele Siwela,South Africa,Souru Phatsoane,Lesotho,Salima Mukansanga,Rwanda,Drew Fischer,Canada,Adil Zourak,Kyle Atkins,Marco Fritz,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_D
2022,2022-11-23,Group E,Germany,Japan,Iván Barton,El Salvador,David Morán,El Salvador,Zachari Zeegelaar,Suriname,Saíd Martínez,Honduras,Mauro Vigliano,Argentina,Armando Villarreal,Kathryn Nesbitt,Fernando Guerrero,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_E
2022,2022-11-23,Group E,Spain,Costa Rica,Mohammed Abdulla Hassan Mohamed,United Arab Emirates,Mohamed Al-Hammadi,United Arab Emirates,Hasan Al-Mahri,United Arab Emirates,Ma Ning,China,Abdulla Al-Marri,Qatar,Muhammad Taqi,Bruno Pires,Tomasz Kwiatkowski,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_E
2022,2022-11-23,Group F,Morocco,Croatia,Fernando Rapallini,Argentina,Juan Pablo Belatti,Argentina,Diego Bonfá,Argentina,Kevin Ortega,Peru,Julio Bascuñán,Chile,Leodán González,Nicolás Taran,Paolo Valeri,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_F
2022,2022-11-23,Group F,Belgium,Canada,Janny Sikazwe,Zambia,Jerson dos Santos,Angola,Arsénio Marrengula,Mozambique,Yoshimi Yamashita,Japan,Juan Soto,Venezuela,Nicolás Gallo,Mokrane Gourari,Massimiliano Irrati,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_F
2022,2022-11-24,Group G,Switzerland,Cameroon,Facundo Tello,Argentina,Ezequiel Brailovsky,Argentina,Gabriel Chade,Argentina,Saíd Martínez,Honduras,Mauro Vigliano,Argentina,Fernando Guerrero,Pau Cebrián Devís,Ricardo de Burgos Bengoetxea,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_G
2022,2022-11-24,Group G,Brazil,Serbia,Alireza Faghani,Iran,Mohammadreza Mansouri,Iran,Mohammadreza Abolfazli,Iran,Maguette Ndiaye,Senegal,Taleb Al-Marri,Qatar,Muhammad Taqi,Anton Shchetinin,Pol van Boekel,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_G
2022,2022-11-24,Group H,Uruguay,South Korea,Clément Turpin,France,Nicolas Danos,France,Cyril Gringore,France,István Kovács,Romania,Jérôme Brisard,France,Benoît Millot,Djibril Camara,Rédouane Jiyed,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_H
2022,2022-11-24,Group H,Portugal,Ghana,Ismail Elfath,United States,Kyle Atkins,United States,Corey Parker,United States,Stéphanie Frappart,France,Armando Villarreal,United States,Drew Fischer,Alessandro Giallatini,Shaun Evans,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_H
2022,2022-11-25,Group A,Qatar,Senegal,Antonio Mateu Lahoz,Spain,Pau Cebrián Devís,Spain,Roberto Díaz Pérez del Palomar,Spain,Kevin Ortega,Peru,Drew Fischer,Canada,Fernando Guerrero,Nicolás Taran,Adil Zourak,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_A
2022,2022-11-25,Group A,Netherlands,Ecuador,Mustapha Ghorbal,Algeria,Mokrane Gourari,Algeria,Abdelhak Etchiali,Algeria,Saíd Martínez,Honduras,Shaun Evans,Australia,Redouane Jiyed,Ashley Beecham,Muhammad Taqi,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_A
2022,2022-11-25,Group B,Wales,Iran,Mario Escobar,Guatemala,Caleb Wales,Trinidad and Tobago,Juan Carlos Mora,Costa Rica,Maguette Ndiaye,Senegal,Drew Fischer,Canada,Fernando Guerrero,Nicolás Taran,Adil Zourak,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_B
2022,2022-11-25,Group B,England,United States,Jesús Valenzuela,Venezuela,Jorge Urrego,Venezuela,Tulio Moreno,Venezuela,Yoshimi Yamashita,Japan,Juan Soto,Venezuela,Nicolás Gallo,Diego Bonfá,Julio Bascuñán,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_B
2022,2022-11-26,Group C,Poland,Saudi Arabia,Wilton Sampaio,Brazil,Bruno Boschilia,Brazil,Bruno Pires,Brazil,Kevin Ortega,Peru,Drew Fischer,Canada,Armando Villarreal,Nicolás Taran,Leodán González,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_C
2022,2022-11-26,Group C,Argentina,Mexico,Daniele Orsato,Italy,Ciro Carbone,Italy,Alessandro Giallatini,Italy,István Kovács,Romania,Massimiliano Irrati,Italy,Paolo Valeri,Roberto Díaz Pérez del Palomar,Jérôme Brisard,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_C
2022,2022-11-26,Group D,Tunisia,Australia,Daniel Siebert,Germany,Rafael Foltyn,Germany,Jan Seidel,Germany,Saíd Martínez,Honduras,Bastian Dankert,Germany,Marco Fritz,Corey Parker,Pol van Boekel,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_Group_D
